EntityType,Name,NameKey,Price,ScrapedAtUtc
constructor,Red Bull,red_bull,18.5,2026-06-15T11:08:45.224256+00:00
constructor,Mercedes,mercedes,23.5,2026-06-15T11:08:45.224256+00:00
constructor,Ferrari,ferrari,20.0,2026-06-15T11:08:45.224256+00:00
constructor,Alpine,alpine,10.5,2026-06-15T11:08:45.224256+00:00
constructor,McLaren,mclaren,20.5,2026-06-15T11:08:45.224256+00:00
constructor,Aston Martin,aston_martin,5.5,2026-06-15T11:08:45.224256+00:00
constructor,Audi,audi,5.5,2026-06-15T11:08:45.224256+00:00
constructor,Racing Bulls,racing_bulls,10.5,2026-06-15T11:08:45.224256+00:00
constructor,Williams,williams,8.5,2026-06-15T11:08:45.224256+00:00
constructor,Haas,haas,8.0,2026-06-15T11:08:45.224256+00:00
constructor,Cadillac,cadillac,4.5,2026-06-15T11:08:45.224256+00:00
